Date,Year,Month,Month_Number,MonthName,Quarter,FinancialYear,Gold_Price_USD_per_oz,Gold_Open_USD,Gold_High_USD,Gold_Low_USD,Gold_Daily_Change_Pct,USD_INR_Rate,Gold_Price_INR_per_oz,Gold_Price_INR_per_10g,Import_Duty_Rate_Pct,Import_Duty_Amount_INR_per_10g,GST_Rate_Pct,GST_Amount_INR_per_10g,Price_Plus_Duty_INR_per_10g,Estimated_Domestic_Gold_Price_INR_per_10g,Repo_Rate_Pct,Gold_Imports_Tonnes_Annual,Monthly_Gold_Price_Change_Pct,Monthly_USD_INR_Change_Pct,YoY_Growth_Pct,MA_3M,MA_6M,MA_12M,Rolling_Volatility_30D
2013-03-25,2013,3,3,March,Q1,FY12-13,1604.5,1608.8,1612.8,1588.4,-0.1,54.22,86995.99,27969.86027,10,2796.986027,0,0,30766.8463,30766.8463,7.75,974,1.245448539,0.128747471,,29537.00174,29537.00174,29537.00174,8.134535732
2013-03-26,2013,3,3,March,Q1,FY12-13,1595.7,1604.5,1605,1593.4,-0.55,54.42,86837.994,27919.06338,10,2791.906338,0,0,30710.96971,30710.96971,7.75,974,1.245448539,0.128747471,,29557.59767,29557.59767,29557.59767,7.931160923
2013-03-27,2013,3,3,March,Q1,FY12-13,1607.2,1601,1609,1591.9,0.72,54.45,87512.04,28135.7742,10,2813.57742,0,0,30949.35162,30949.35162,7.75,974,1.245448539,0.128747471,,29581.59343,29581.59343,29581.59343,7.930700834
2013-03-28,2013,3,3,March,Q1,FY12-13,1595.7,1605.6,1608.3,1594.3,-0.72,54.44,86869.908,27929.32397,10,2792.932397,0,0,30722.25636,30722.25636,7.75,974,1.245448539,0.128747471,,29600.9267,29600.9267,29600.9267,7.926161611
2013-04-01,2013,4,4,April,Q2,FY13-14,1648.9,1663.8,1664.5,1626,-1.53,54.28,89502.292,28775.65507,10,2877.565507,0,0,31653.22058,31653.22058,7.75,974,-9.033715104,-1.396032329,,29635.13159,29635.13159,29635.13159,8.258283487
2013-04-02,2013,4,4,April,Q2,FY13-14,1676.4,1669.1,1678.6,1661.8,0.35,54.43,91246.452,29336.41554,10,2933.641554,0,0,32270.05709,32270.05709,7.75,974,-9.033715104,-1.396032329,,29638.9618,29678.32709,29678.32709,8.044656524
2013-04-03,2013,4,4,April,Q2,FY13-14,1572.4,1578,1584.3,1568.7,0.01,54.46,85632.904,27531.61794,10,2753.161794,0,0,30284.77974,30284.77974,7.75,974,-9.033715104,-1.396032329,,29638.9939,29688.10859,29688.10859,7.997288851
2013-04-04,2013,4,4,April,Q2,FY13-14,1552.4,1557.7,1559.3,1539.4,-0.07,54.91,85242.284,27406.0307,10,2740.60307,0,0,30146.63377,30146.63377,7.75,974,-9.033715104,-1.396032329,,29623.10785,29695.38677,29695.38677,7.879958578
2013-04-06,2013,4,4,April,Q2,FY13-14,1397.2,1411.2,1414.8,1388.1,-1.04,54.75,76496.7,24594.26015,10,2459.426015,0,0,27053.68617,27053.68617,7.75,974,-9.033715104,-1.396032329,,29605.76052,29654.11019,29654.11019,7.927530522
2013-04-07,2013,4,4,April,Q2,FY13-14,1212.7,1252.7,1257.1,1206.9,-3.13,54.75,66395.325,21346.59267,10,2134.659267,0,0,23481.25194,23481.25194,7.75,974,-9.033715104,-1.396032329,,29588.55319,29559.14314,29559.14314,8.330968511
2013-04-09,2013,4,4,April,Q2,FY13-14,1390,1411.6,1415,1384.6,-1.56,54.47,75713.3,24342.3912,10,2434.23912,0,0,26776.63032,26776.63032,7.75,974,-9.033715104,-1.396032329,,29609.6022,29516.98386,29516.98386,8.878960493
2013-04-10,2013,4,4,April,Q2,FY13-14,1309.9,1317.4,1326,1305.1,-0.58,54.41,71271.659,22914.37046,10,2291.437046,0,0,25205.80751,25205.80751,7.75,974,-9.033715104,-1.396032329,,29616.62862,29452.63794,29452.63794,8.765120511
2013-04-11,2013,4,4,April,Q2,FY13-14,1314.7,1313,1322.4,1310.8,0.11,54.36,71467.092,22977.20363,10,2297.720363,0,0,25274.92399,25274.92399,7.75,974,-9.033715104,-1.396032329,,29613.62606,29391.20097,29391.20097,8.588248176
2013-04-12,2013,4,4,April,Q2,FY13-14,1247.2,1223,1251.5,1210.8,2.16,54.62,68122.064,21901.75215,10,2190.175215,0,0,24091.92737,24091.92737,7.75,974,-9.033715104,-1.396032329,,29523.10641,29314.39991,29314.39991,5.3995423
2013-04-15,2013,4,4,April,Q2,FY13-14,1361.1,1481,1495,1335.1,-9.34,54.48,74152.728,23840.65565,10,2384.065565,0,0,26224.72122,26224.72122,7.75,974,-9.033715104,-1.396032329,,29374.23028,29270.26164,29270.26164,5.983306935
2013-04-16,2013,4,4,April,Q2,FY13-14,1387.4,1355,1404.2,1321.5,1.93,54.08,75030.592,24122.89548,10,2412.289548,0,0,26535.18503,26535.18503,7.75,974,-9.033715104,-1.396032329,,29274.18556,29231.73943,29231.73943,5.858182237
2013-04-17,2013,4,4,April,Q2,FY13-14,1382.7,1371.4,1395.2,1365,-0.34,54.16,74887.032,24076.73987,10,2407.673987,0,0,26484.41386,26484.41386,7.75,974,-9.033715104,-1.396032329,,29173.93555,29193.58213,29193.58213,5.851423834
2013-04-18,2013,4,4,April,Q2,FY13-14,1392.5,1376.1,1402,1335.6,0.71,53.95,75125.375,24153.36892,10,2415.336892,0,0,26568.70582,26568.70582,7.75,974,-9.033715104,-1.396032329,,29081.57792,29157.62492,29157.62492,5.85415892
2013-04-19,2013,4,4,April,Q2,FY13-14,1395.6,1393,1424.7,1385.4,0.22,53.98,75334.488,24220.60032,10,2422.060032,0,0,26642.66035,26642.66035,7.75,974,-9.033715104,-1.396032329,,29041.59566,29123.63892,29123.63892,5.856162603
2013-04-22,2013,4,4,April,Q2,FY13-14,1421.2,1408.3,1438.8,1403.5,1.83,54.19,77014.828,24760.84217,10,2476.084217,0,0,27236.92639,27236.92639,7.75,974,-9.033715104,-1.396032329,,28959.77193,29098.48275,29098.48275,6.028299141
2013-04-23,2013,4,4,April,Q2,FY13-14,1408.8,1425.4,1432.8,1404,-0.87,54.39,76624.632,24635.39124,10,2463.539124,0,0,27098.93037,27098.93037,7.75,974,-9.033715104,-1.396032329,,28879.2788,29072.17285,29072.17285,5.876428097
2013-04-24,2013,4,4,April,Q2,FY13-14,1423.7,1412.5,1433.6,1411.5,1.06,54.22,77193.014,24818.1303,10,2481.81303,0,0,27299.94333,27299.94333,7.75,974,-9.033715104,-1.396032329,,28807.21068,29049.15688,29049.15688,5.88537271
2013-04-25,2013,4,4,April,Q2,FY13-14,1462,1430.3,1468.6,1426.3,2.69,54.11,79108.82,25434.07623,10,2543.407623,0,0,27977.48385,27977.48385,7.75,974,-9.033715104,-1.396032329,,28749.33174,29035.41748,29035.41748,5.923665489
2013-04-26,2013,4,4,April,Q2,FY13-14,1453.6,1467.3,1484.8,1447.3,-0.57,54.41,79090.376,25428.14635,10,2542.814635,0,0,27970.96098,27970.96098,7.75,974,-9.033715104,-1.396032329,,28736.77738,29021.94335,29021.94335,5.919813622
2013-04-29,2013,4,4,April,Q2,FY13-14,1467.4,1466.2,1478.3,1461.6,0.95,54.2,79533.08,25570.47899,10,2557.047899,0,0,28127.52689,28127.52689,7.75,974,-9.033715104,-1.396032329,,28635.29802,29010.76315,29010.76315,5.925256796
2013-04-30,2013,4,4,April,Q2,FY13-14,1472.1,1476.6,1479.5,1460.5,0.32,53.68,79022.328,25406.26841,10,2540.626841,0,0,27946.89525,27946.89525,7.75,974,-9.033715104,-1.396032329,,28574.6798,28997.62897,28997.62897,5.783651663
2013-05-02,2013,5,5,May,Q2,FY13-14,1673.5,1675.5,1687,1667.2,-0.17,53.79,90017.565,28941.31919,10,2894.131919,0,0,31835.45111,31835.45111,7.75,974,-0.402200249,5.253353204,,28530.00429,29032.23656,29032.23656,6.617583574
2013-05-03,2013,5,5,May,Q2,FY13-14,1574.9,1574.2,1585.8,1571.1,0.16,53.8,84729.62,27241.20539,10,2724.120539,0,0,29965.32593,29965.32593,7.75,974,-0.402200249,5.253353204,,28553.53415,29043.4786,29043.4786,6.602829841
2013-05-04,2013,5,5,May,Q2,FY13-14,1575.9,1554,1581.8,1549,1.51,53.8,84783.42,27258.5025,10,2725.85025,0,0,29984.35275,29984.35275,7.75,974,-0.402200249,5.253353204,,28576.61187,29054.67948,29054.67948,6.594241398
2013-05-06,2013,5,5,May,Q2,FY13-14,1398.5,1398.8,1410.3,1395.1,0.09,54.13,75700.805,24338.37397,10,2433.837397,0,0,26772.21136,26772.21136,7.75,974,-0.402200249,5.253353204,,28546.66498,29027.82692,29027.82692,6.69728986
2013-05-08,2013,5,5,May,Q2,FY13-14,1302.4,1312.2,1320.3,1296.7,-0.62,54.08,70433.792,22644.98996,10,2264.498996,0,0,24909.48896,24909.48896,7.75,974,-0.402200249,5.253353204,,28571.36333,28979.93927,28979.93927,6.185756826
2013-05-09,2013,5,5,May,Q2,FY13-14,1373,1391.2,1400,1364.7,-1.22,54.34,74608.82,23987.29264,10,2398.729264,0,0,26386.0219,26386.0219,7.75,974,-0.402200249,5.253353204,,28596.82805,28950.12413,28950.12413,5.41480872
2013-05-11,2013,5,5,May,Q2,FY13-14,1308.1,1313.9,1320.6,1305.2,-0.5,54.94,71867.014,23105.78154,10,2310.578154,0,0,25416.35969,25416.35969,7.75,974,-0.402200249,5.253353204,,28634.01533,28909.96771,28909.96771,5.502455938
2013-05-12,2013,5,5,May,Q2,FY13-14,1231.9,1243.1,1243.2,1216.3,-1.23,54.94,67680.586,21759.81368,10,2175.981368,0,0,23935.79505,23935.79505,7.75,974,-0.402200249,5.253353204,,28556.99532,28854.07813,28854.07813,5.539212099
2013-05-13,2013,5,5,May,Q2,FY13-14,1434.3,1447.7,1448.3,1424.7,-0.16,54.85,78671.355,25293.42797,10,2529.342797,0,0,27822.77076,27822.77076,7.75,974,-0.402200249,5.253353204,,28632.33165,28842.61916,28842.61916,6.471008822
2013-05-14,2013,5,5,May,Q2,FY13-14,1424.5,1429.5,1444.9,1419.7,-0.68,54.5,77635.25,24960.31248,10,2496.031248,0,0,27456.34372,27456.34372,7.75,974,-0.402200249,5.253353204,,28569.39974,28827.38536,28827.38536,6.323636563
2013-05-15,2013,5,5,May,Q2,FY13-14,1396.2,1424.5,1429.4,1386.4,-1.99,54.78,76483.836,24590.12428,10,2459.012428,0,0,27049.13671,27049.13671,7.75,974,-0.402200249,5.253353204,,28501.36382,28808.05657,28808.05657,6.064224357
2013-05-16,2013,5,5,May,Q2,FY13-14,1386.9,1392.5,1397,1368,-0.67,54.68,75835.692,24381.74114,10,2438.174114,0,0,26819.91526,26819.91526,7.75,974,-0.402200249,5.253353204,,28434.5284,28786.67871,28786.67871,6.055923112
2013-05-17,2013,5,5,May,Q2,FY13-14,1364.7,1385.2,1391.3,1353.6,-1.6,55.17,75290.499,24206.45752,10,2420.645752,0,0,26627.10328,26627.10328,7.75,974,-0.402200249,5.253353204,,28405.37639,28763.7045,28763.7045,6.066912603
2013-05-20,2013,5,5,May,Q2,FY13-14,1384.1,1361.3,1397.9,1336.3,1.42,55.02,76153.182,24483.81655,10,2448.381655,0,0,26932.1982,26932.1982,7.75,974,-0.402200249,5.253353204,,28343.07097,28744.42549,28744.42549,6.222088548
2013-05-21,2013,5,5,May,Q2,FY13-14,1377.6,1392.4,1399.9,1358,-0.47,55.42,76346.592,24545.99931,10,2454.599931,0,0,27000.59924,27000.59924,7.75,974,-0.402200249,5.253353204,,28290.88101,28726.26063,28726.26063,6.073521469
2013-05-22,2013,5,5,May,Q2,FY13-14,1367.4,1374.5,1413.3,1353.1,-0.74,55.62,76054.788,24452.18214,10,2445.218214,0,0,26897.40036,26897.40036,7.75,974,-0.402200249,5.253353204,,28234.22979,28707.4064,28707.4064,6.063531724
2013-05-23,2013,5,5,May,Q2,FY13-14,1391.8,1367.9,1397.1,1355,1.78,55.7,77523.26,24924.30685,10,2492.430685,0,0,27416.73754,27416.73754,7.75,974,-0.402200249,5.253353204,,28189.46166,28694.23631,28694.23631,6.071905074
2013-05-24,2013,5,5,May,Q2,FY13-14,1386.6,1389.9,1397.1,1381.1,-0.37,55.78,77344.548,24866.84961,10,2486.684961,0,0,27353.53457,27353.53457,7.75,974,-0.402200249,5.253353204,,28176.19297,28680.69387,28680.69387,6.068988471
2013-05-27,2013,5,5,May,Q2,FY13-14,1378.9,1386.3,1401,1372.1,-0.56,55.78,76915.042,24728.76023,10,2472.876023,0,0,27201.63625,27201.63625,7.75,974,-0.402200249,5.253353204,,28082.12915,28665.9033,28665.9033,6.189354307
2013-05-29,2013,5,5,May,Q2,FY13-14,1391.3,1379.9,1394.9,1379.1,0.9,56.28,78302.364,25174.79461,10,2517.479461,0,0,27692.27407,27692.27407,7.75,974,-0.402200249,5.253353204,,28002.03297,28656.2634,28656.2634,6.188949317
2013-05-30,2013,5,5,May,Q2,FY13-14,1412,1392.9,1417.7,1388.4,1.49,56.5,79778,25649.2226,10,2564.92226,0,0,28214.14486,28214.14486,7.75,974,-0.402200249,5.253353204,,27931.5475,28651.92891,28651.92891,6.197938942
